"card_present_flag","account","txn_description","first_name","balance","date","gender","age","merchant_suburb","merchant_state","amount","customer_id","Tstamp"
"1","ACC-2920611728","SALES-POS","Tyler",4529.92,2018-09-04,"M",69,"Wheelers Hill","VIC",24.91,"CUS-1388323263",2018-09-04 13:56:31
"1","ACC-964839203","POS","Michael",34266.7,2018-09-04,"M",21,"Echuca","VIC",14.02,"CUS-2059096722",2018-09-04 14:08:39
"1","ACC-1516130869","SALES-POS","Jessica",1044.96,2018-09-04,"F",21,"Bakewell","NT",6.55,"CUS-325142416",2018-09-04 14:18:58
"1","ACC-2920611728","POS","Tyler",4486.45,2018-09-04,"M",69,"Scoresby","VIC",43.47,"CUS-1388323263",2018-09-04 14:29:16
"1","ACC-1222300524","POS","Michael",1533.59,2018-09-04,"M",38,"Penrith","NSW",9.67,"CUS-2142601169",2018-09-04 14:39:35
"0","ACC-3481401842","POS","Tiffany",4022.28,2018-09-04,"F",25,"Clontarf","NSW",85.27,"CUS-1669695324",2018-09-04 14:49:53
"1","ACC-2890243754","POS","Joseph",2974.38,2018-09-04,"M",37,"Labrador","QLD",7.78,"CUS-2695611575",2018-09-04 15:00:13
"1","ACC-3541460373","SALES-POS","Jeffrey",3095.27,2018-09-04,"M",24,"Knoxfield","VIC",69.39,"CUS-1433879684",2018-09-04 15:11:43
"1","ACC-2890243754","SALES-POS","Joseph",2958.38,2018-09-04,"M",37,"Helensvale","QLD",16,"CUS-2695611575",2018-09-04 15:23:13
"1","ACC-1349834573","POS","Matthew",10489.69,2018-09-04,"M",39,"Maddingley","VIC",46.67,"CUS-1790886359",2018-09-04 15:34:42
"0","ACC-1683215619","POS","Barry",4477.64,2018-09-04,"M",38,"Kaleen","ACT",25.84,"CUS-1604596597",2018-09-04 15:46:12
"0","ACC-3481401842","SALES-POS","Tiffany",4013.96,2018-09-04,"F",25,"Sydney","NSW",8.32,"CUS-1669695324",2018-09-04 15:57:42
"0","ACC-3541460373","SALES-POS","Jeffrey",3077.83,2018-09-04,"M",24,"Clifton Hill","VIC",17.44,"CUS-1433879684",2018-09-04 16:17:01
"0","ACC-1424176027","POS","Donald",3422.17,2018-09-04,"M",22,"Surry Hills","NSW",53.09,"CUS-3431016847",2018-09-04 16:38:17
"1","ACC-1424176027","SALES-POS","Donald",3415.72,2018-09-04,"M",22,"Harris Park","NSW",6.45,"CUS-3431016847",2018-09-04 16:59:34
"1","ACC-2776252858","POS","Kristin",2856.17,2018-09-04,"F",43,"Middle Park","VIC",21.19,"CUS-4123612273",2018-09-04 17:14:12
"1","ACC-1683215619","POS","Barry",4470.94,2018-09-04,"M",38,"Nowra","NSW",6.7,"CUS-1604596597",2018-09-04 17:28:41
"1","ACC-3481401842","POS","Tiffany",3968.93,2018-09-04,"F",25,"Success","WA",13.03,"CUS-1669695324",2018-09-04 17:43:11
"0","ACC-1973887809","POS","Antonio",3812.95,2018-09-04,"M",26,"Old Bar","NSW",46.55,"CUS-1646621553",2018-09-04 17:57:40
"1","ACC-3541460373","SALES-POS","Jeffrey",2943.41,2018-09-04,"M",24,"Ringwood","VIC",134.42,"CUS-1433879684",2018-09-04 18:27:05
"1","ACC-354106658","POS","Christine",6469.16,2018-09-04,"F",39,"Caringbah","NSW",33.62,"CUS-2376382098",2018-09-04 18:59:21
"1","ACC-559365433","SALES-POS","Mary",2257.66,2018-09-04,"F",64,"Ayr","QLD",37.27,"CUS-1654129794",2018-09-04 19:16:53
"1","ACC-3481401842","SALES-POS","Tiffany",3941.93,2018-09-04,"F",25,"Balcatta","WA",27,"CUS-1669695324",2018-09-04 19:34:08
"1","ACC-1608363396","POS","Robert",4269.4,2018-09-04,"M",20,"Nulsen","WA",20.45,"CUS-2688605418",2018-09-04 19:51:22
"1","ACC-1652235822","SALES-POS","Renee",20974.33,2018-09-04,"F",38,"Doncaster East","VIC",13.88,"CUS-2206365095",2018-09-04 20:12:11
"1","ACC-90814749","POS","Christopher",8714.13,2018-09-04,"M",35,"Whyalla Playford","SA",14.8,"CUS-1896554896",2018-09-04 20:36:35
"1","ACC-1973887809","POS","Antonio",3777.79,2018-09-04,"M",26,"Melbourne","VIC",35.16,"CUS-1646621553",2018-09-04 21:00:48
"1","ACC-3689607373","POS","Virginia",3999.04,2018-09-04,"F",20,"Perth","WA",17.15,"CUS-127297539",2018-09-04 21:21:13
"0","ACC-1683215619","POS","Barry",4421.47,2018-09-04,"M",38,"Maroochydore","QLD",49.47,"CUS-1604596597",2018-09-04 21:41:37
"0","ACC-1998563091","SALES-POS","David",16082.36,2018-09-04,"M",42,"Orange","NSW",29.5,"CUS-3395687666",2018-09-04 22:03:26
"1","ACC-354106658","POS","Christine",6447.3,2018-09-04,"F",39,"Esperance","WA",21.86,"CUS-2376382098",2018-09-04 22:37:55
"1","ACC-2776252858","POS","Kristin",2811.86,2018-09-04,"F",43,"Deer Park","VIC",44.31,"CUS-4123612273",2018-09-04 23:07:59
"1","ACC-3481401842","POS","Tiffany",3927.71,2018-09-04,"F",25,"Glenthorne","NSW",14.22,"CUS-1669695324",2018-09-04 23:30:13
"1","ACC-1608363396","SALES-POS","Robert",3825.12,2018-09-04,"M",20,"Sydney","NSW",444.28,"CUS-2688605418",2018-09-04 23:52:26
"0","ACC-4258502723","POS","Kimberly",2923.34,2018-09-05,"F",24,"Preston","VIC",25.79,"CUS-3378712515",2018-09-05 00:41:14
"1","ACC-854938045","POS","James",11601.81,2018-09-05,"M",28,"Clermont","QLD",38.82,"CUS-4023861240",2018-09-05 01:18:25
"1","ACC-3741880913","POS","Ashley",7607.07,2018-09-05,"F",25,"Newman","WA",147.19,"CUS-1220154422",2018-09-05 01:44:44
"1","ACC-90814749","SALES-POS","Christopher",8675.38,2018-09-05,"M",35,"Oakey","QLD",38.75,"CUS-1896554896",2018-09-05 02:26:14
"1","ACC-2901672282","SALES-POS","Daniel",5034.19,2018-09-05,"M",22,"Sydney","NSW",169.37,"CUS-1617121891",2018-09-05 04:12:07
"1","ACC-1598451071","POS","Diana",1179.35,2018-09-05,"F",26,"Hope Island","QLD",3.86,"CUS-2487424745",2018-09-05 04:42:25
"0","ACC-2305712452","POS","Debra",3083.11,2018-09-05,"F",18,"Albany","WA",31.94,"CUS-1842679196",2018-09-05 06:17:59
"0","ACC-2673069055","POS","Richard",15267.39,2018-09-05,"M",24,"Southport","QLD",21.74,"CUS-51506836",2018-09-05 07:24:09
"0","ACC-1496451953","SALES-POS","Ricky",10642.02,2018-09-05,"M",43,"Hoppers Crossing","VIC",31.02,"CUS-3142625864",2018-09-05 08:01:13
"1","ACC-211792489","POS","Jacqueline",6385.54,2018-09-05,"F",30,"Kurralta Park","SA",14.97,"CUS-497688347",2018-09-05 08:09:59
"1","ACC-2901672282","SALES-POS","Daniel",4972.7,2018-09-05,"M",22,"Narellan","NSW",61.49,"CUS-1617121891",2018-09-05 08:18:46
"1","ACC-2901672282","POS","Daniel",4918.43,2018-09-05,"M",22,"Darlinghurst","NSW",54.27,"CUS-1617121891",2018-09-05 08:27:32
"1","ACC-574997646","POS","Mackenzie",2947.54,2018-09-05,"F",18,"Blackheath","NSW",47.7,"CUS-586638664",2018-09-05 08:36:18
"1","ACC-1496451953","SALES-POS","Ricky",10605.92,2018-09-05,"M",43,"South Melbourne","VIC",36.1,"CUS-3142625864",2018-09-05 08:45:05
"1","ACC-1222300524","POS","Michael",186.17,2018-09-05,"M",38,"Mascot","NSW",2349.55,"CUS-2142601169",2018-09-05 09:01:09
"1","ACC-1349834573","POS","Matthew",10277.65,2018-09-05,"M",39,"Hoppers Crossing","VIC",11.04,"CUS-1790886359",2018-09-05 09:04:59
"1","ACC-2970114956","SALES-POS","Robert",7970.09,2018-09-05,"M",26,"Chirnside Park","VIC",8.62,"CUS-880898248",2018-09-05 09:08:50
"1","ACC-90814749","SALES-POS","Christopher",8668.38,2018-09-05,"M",35,"Toronto","NSW",7,"CUS-1896554896",2018-09-05 09:12:41
"1","ACC-4258502723","POS","Kimberly",2914.62,2018-09-05,"F",24,"Preston","VIC",8.72,"CUS-3378712515",2018-09-05 09:16:32
"1","ACC-2890243754","POS","Joseph",2948.8,2018-09-05,"M",37,"Yamba","NSW",9.58,"CUS-2695611575",2018-09-05 09:20:23
"1","ACC-354106658","SALES-POS","Christine",6413,2018-09-05,"F",39,"Hay","NSW",34.3,"CUS-2376382098",2018-09-05 09:24:13
"1","ACC-4258502723","SALES-POS","Kimberly",2888.8,2018-09-05,"F",24,"Bacchus Marsh","VIC",25.82,"CUS-3378712515",2018-09-05 09:28:04
"1","ACC-2173390920","SALES-POS","Luis",5106.31,2018-09-05,"M",27,"Epping","VIC",18.45,"CUS-3180318393",2018-09-05 09:31:55
"1","ACC-1496451953","SALES-POS","Ricky",10590.14,2018-09-05,"M",43,"Albert Park","VIC",15.78,"CUS-3142625864",2018-09-05 09:35:46
"1","ACC-3879258709","SALES-POS","Natasha",196835.55,2018-09-05,"F",40,"Narellan","NSW",69.41,"CUS-527400765",2018-09-05 09:39:36
"1","ACC-1598451071","SALES-POS","Diana",1155.04,2018-09-05,"F",26,"Spring Hill","QLD",24.31,"CUS-2487424745",2018-09-05 09:43:27
"1","ACC-1973887809","SALES-POS","Antonio",3758.95,2018-09-05,"M",26,"Ashby","WA",18.84,"CUS-1646621553",2018-09-05 09:47:18
"1","ACC-1037050564","POS","Rhonda",3744.09,2018-09-05,"F",40,"Cannon Hill","QLD",36.87,"CUS-1614226872",2018-09-05 09:51:09
"1","ACC-3541460373","SALES-POS","Jeffrey",2920.15,2018-09-05,"M",24,"Chelsea Heights","VIC",23.26,"CUS-1433879684",2018-09-05 09:54:59
"0","ACC-3481401842","SALES-POS","Tiffany",3884.04,2018-09-05,"F",25,"Newstead","QLD",43.67,"CUS-1669695324",2018-09-05 09:58:50
"1","ACC-1890605467","SALES-POS","Alexander",10068.32,2018-09-05,"M",38,"Sydney","NSW",202.77,"CUS-1478398256",2018-09-05 10:10:17
"1","ACC-3541460373","SALES-POS","Jeffrey",2905.98,2018-09-05,"M",24,"Mount Gambier","SA",14.17,"CUS-1433879684",2018-09-05 10:24:59
"1","ACC-2776252858","SALES-POS","Kristin",2758,2018-09-05,"F",43,"Warrandyte","VIC",24.86,"CUS-4123612273",2018-09-05 10:39:42
"1","ACC-3100725361","SALES-POS","Ronald",63.52,2018-09-05,"M",25,"Upper Burnie","TAS",23.54,"CUS-2178051368",2018-09-05 10:54:24
"1","ACC-2776252858","SALES-POS","Kristin",2747.89,2018-09-05,"F",43,"Heidelberg","VIC",10.11,"CUS-4123612273",2018-09-05 11:04:07
"1","ACC-1903037542","SALES-POS","Jeffrey",3130.66,2018-09-05,"M",30,"Redland Bay","QLD",6.69,"CUS-860700529",2018-09-05 11:10:47
"1","ACC-3317636250","POS","Kenneth",10170.54,2018-09-05,"M",35,"Melbourne","VIC",19.68,"CUS-2738291516",2018-09-05 11:17:27
"0","ACC-1598451071","POS","Diana",1144.65,2018-09-05,"F",26,"Surfers Paradise","QLD",10.39,"CUS-2487424745",2018-09-05 11:24:07
"1","ACC-3485804958","SALES-POS","Jessica",20616.54,2018-09-05,"F",34,"Belconnen","ACT",20.96,"CUS-1196156254",2018-09-05 11:30:47
"1","ACC-3233697971","SALES-POS","Robin",6230.79,2018-09-05,"F",34,"Chatswood","NSW",17.08,"CUS-1147642491",2018-09-05 11:37:27
"1","ACC-2259139624","SALES-POS","Cindy",6987.96,2018-09-05,"F",19,"Ocean Grove","VIC",18.89,"CUS-3174332735",2018-09-05 11:44:07
"0","ACC-1683215619","POS","Barry",4350.77,2018-09-05,"M",38,"Kilburn","SA",70.7,"CUS-1604596597",2018-09-05 11:50:47
"0","ACC-2890243754","POS","Joseph",2932.53,2018-09-05,"M",37,"Sydney","NSW",16.27,"CUS-2695611575",2018-09-05 11:57:27
"1","ACC-1037050564","POS","Rhonda",3682.93,2018-09-05,"F",40,"Mount Gravatt","QLD",29.16,"CUS-1614226872",2018-09-05 12:11:28
"1","ACC-1903037542","SALES-POS","Jeffrey",3113.48,2018-09-05,"M",30,"Coffs Harbour","NSW",17.18,"CUS-860700529",2018-09-05 12:29:59
"1","ACC-1598451071","POS","Diana",1132.08,2018-09-05,"F",26,"Cannon Hill","QLD",12.57,"CUS-2487424745",2018-09-05 12:48:31
"1","ACC-154431271","SALES-POS","Lori",1882.08,2018-09-05,"F",18,"Eight Mile Plains","QLD",66.39,"CUS-3702001629",2018-09-05 13:07:18
"1","ACC-854938045","POS","James",11567.81,2018-09-05,"M",28,"Bruthen","VIC",34,"CUS-4023861240",2018-09-05 13:26:32
"0","ACC-154431271","SALES-POS","Lori",1620.4,2018-09-05,"F",18,"Beechmont","QLD",261.68,"CUS-3702001629",2018-09-05 13:45:46
"1","ACC-3481401842","SALES-POS","Tiffany",3860.32,2018-09-05,"F",25,"Hillarys","WA",23.72,"CUS-1669695324",2018-09-05 14:02:29
"1","ACC-1652235822","POS","Renee",20966.98,2018-09-05,"F",38,"Saint Kilda","VIC",7.35,"CUS-2206365095",2018-09-05 14:12:06
"1","ACC-1608363396","SALES-POS","Robert",3800.48,2018-09-05,"M",20,"Thornleigh","NSW",24.64,"CUS-2688605418",2018-09-05 14:21:43
"1","ACC-2970114956","POS","Robert",7960.08,2018-09-05,"M",26,"Hamilton","VIC",10.01,"CUS-880898248",2018-09-05 14:31:20
"1","ACC-1037050564","SALES-POS","Rhonda",3618.5,2018-09-05,"F",40,"Auchenflower","QLD",64.43,"CUS-1614226872",2018-09-05 14:40:57
"1","ACC-958000567","SALES-POS","Sandra",7517.9,2018-09-05,"F",34,"Shoal Bay","NT",60.3,"CUS-4142663097",2018-09-05 14:50:34
"1","ACC-1334819143","SALES-POS","Christopher",60300.37,2018-09-05,"M",33,"Bacchus Marsh","VIC",9.7,"CUS-3117610635",2018-09-05 15:00:08
"1","ACC-2249586092","POS","Edward",7212.17,2018-09-05,"M",19,"Midland","WA",11.12,"CUS-443776336",2018-09-05 15:07:04
"1","ACC-574997646","POS","Mackenzie",2931.7,2018-09-05,"F",18,"Oatley","NSW",15.84,"CUS-586638664",2018-09-05 15:14:01
"1","ACC-3485804958","SALES-POS","Jessica",20592.06,2018-09-05,"F",34,"Adelaide","SA",24.48,"CUS-1196156254",2018-09-05 15:20:58
"1","ACC-3233697971","SALES-POS","Robin",6207.22,2018-09-05,"F",34,"Clare","SA",23.57,"CUS-1147642491",2018-09-05 15:27:54
"1","ACC-1598451071","SALES-POS","Diana",2115.04,2018-09-05,"F",26,"Southport","QLD",30.71,"CUS-2487424745",2018-09-05 15:34:51
"1","ACC-3541460373","SALES-POS","Jeffrey",2893.72,2018-09-05,"M",24,"Vermont South","VIC",12.26,"CUS-1433879684",2018-09-05 15:41:48
"0","ACC-3689607373","SALES-POS","Virginia",3989.06,2018-09-05,"F",20,"Perth","WA",9.98,"CUS-127297539",2018-09-05 15:48:44
"1","ACC-3481401842","SALES-POS","Tiffany",3844.34,2018-09-05,"F",25,"Shoalwater","WA",15.98,"CUS-1669695324",2018-09-05 15:55:41
"1","ACC-1222300524","SALES-POS","Michael",181.13,2018-09-05,"M",38,"Williamstown North","VIC",5.04,"CUS-2142601169",2018-09-05 16:06:26
"1","ACC-1037050564","SALES-POS","Rhonda",3583.49,2018-09-05,"F",40,"Carseldine","QLD",35.01,"CUS-1614226872",2018-09-05 16:23:23
"1","ACC-3481401842","POS","Tiffany",3794.58,2018-09-05,"F",25,"Hinton","NSW",49.76,"CUS-1669695324",2018-09-05 16:40:20
"1","ACC-2249586092","SALES-POS","Edward",7206.65,2018-09-05,"M",19,"Ceduna","SA",5.52,"CUS-443776336",2018-09-05 16:57:17
"1","ACC-2107684084","SALES-POS","Richard",5840.67,2018-09-05,"M",22,"Mount Waverley","VIC",28.83,"CUS-2283904812",2018-09-05 17:11:11
"1","ACC-3485804958","POS","Jessica",20572.35,2018-09-05,"F",34,"Hyde Park","SA",19.71,"CUS-1196156254",2018-09-05 17:24:31
"1","ACC-2673069055","SALES-POS","Richard",15263.93,2018-09-05,"M",24,"Lindum","QLD",3.46,"CUS-51506836",2018-09-05 17:37:51
"1","ACC-37709441","SALES-POS","Charles",10605.69,2018-09-05,"M",18,"Aratula","QLD",26,"CUS-3336454548",2018-09-05 17:51:11
"1","ACC-1890605467","SALES-POS","Alexander",10052.43,2018-09-05,"M",38,"Mill Park","VIC",15.89,"CUS-1478398256",2018-09-05 18:09:11
"1","ACC-37709441","POS","Charles",10555.2,2018-09-05,"M",18,"Pacific Pines","QLD",50.49,"CUS-3336454548",2018-09-05 18:36:12
"1","ACC-2901672282","POS","Daniel",4855.04,2018-09-05,"M",22,"Coolbellup","WA",30.39,"CUS-1617121891",2018-09-05 19:01:18
"1","ACC-3485804958","SALES-POS","Jessica",20544.06,2018-09-05,"F",34,"Brisbane","QLD",28.29,"CUS-1196156254",2018-09-05 19:12:10
"1","ACC-154431271","POS","Lori",1595.22,2018-09-05,"F",18,"Eagleby","QLD",25.18,"CUS-3702001629",2018-09-05 19:23:02
"0","ACC-2901672282","POS","Daniel",4833.88,2018-09-05,"M",22,"Como","WA",21.16,"CUS-1617121891",2018-09-05 19:33:54
"0","ACC-1516130869","SALES-POS","Jessica",3325.9,2018-09-05,"F",21,"Berrimah","NT",25.69,"CUS-325142416",2018-09-05 19:44:46
"1","ACC-2901672282","SALES-POS","Daniel",4704.27,2018-09-05,"M",22,"Sydney","NSW",129.61,"CUS-1617121891",2018-09-05 19:55:39
"1","ACC-2673069055","POS","Richard",15256.56,2018-09-05,"M",24,"Windaroo","QLD",7.37,"CUS-51506836",2018-09-05 20:15:47
"1","ACC-2249586092","POS","Edward",7201.74,2018-09-05,"M",19,"Maddington","WA",4.91,"CUS-443776336",2018-09-05 20:42:06
"1","ACC-90814749","SALES-POS","Christopher",8634.45,2018-09-05,"M",35,"Warners Bay","NSW",33.93,"CUS-1896554896",2018-09-05 21:06:48
"0","ACC-90814749","SALES-POS","Christopher",8599.78,2018-09-05,"M",35,"Whyalla Norrie","SA",34.67,"CUS-1896554896",2018-09-05 21:28:05
"1","ACC-4258502723","POS","Kimberly",2883.1,2018-09-05,"F",24,"Epping","VIC",5.7,"CUS-3378712515",2018-09-05 21:49:21
"1","ACC-1222300524","POS","Michael",165.91,2018-09-05,"M",38,"Lakemba","NSW",15.22,"CUS-2142601169",2018-09-05 22:15:37
"1","ACC-1598451071","POS","Diana",2100.85,2018-09-05,"F",26,"Lismore","NSW",14.19,"CUS-2487424745",2018-09-05 22:46:52
"1","ACC-574997646","SALES-POS","Mackenzie",2846.18,2018-09-05,"F",18,"Dural","NSW",85.52,"CUS-586638664",2018-09-05 23:13:10
"1","ACC-819621312","SALES-POS","Michele",4964.4,2018-09-05,"F",30,"Box Hill","VIC",13.15,"CUS-1271030853",2018-09-05 23:35:54
"1","ACC-1608363396","SALES-POS","Robert",3789.49,2018-09-05,"M",20,"Turramurra","NSW",10.99,"CUS-2688605418",2018-09-05 23:58:38
"1","ACC-3879258709","SALES-POS","Natasha",196699.27,2018-09-06,"F",40,"Preston","VIC",136.28,"CUS-527400765",2018-09-06 00:52:13
"1","ACC-37709441","POS","Charles",10536.2,2018-09-06,"M",18,"Southport","QLD",19,"CUS-3336454548",2018-09-06 01:19:32
"1","ACC-4258502723","SALES-POS","Kimberly",2857.07,2018-09-06,"F",24,"Southbank","VIC",26.03,"CUS-3378712515",2018-09-06 01:42:16
"1","ACC-958000567","SALES-POS","Sandra",7491.27,2018-09-06,"F",34,"Darwin","NT",26.63,"CUS-4142663097",2018-09-06 02:15:42
"1","ACC-2890243754","SALES-POS","Joseph",2829.16,2018-09-06,"M",37,"Haymarket","NSW",51.37,"CUS-2695611575",2018-09-06 04:06:29
"1","ACC-1037050564","POS","Rhonda",3562.73,2018-09-06,"F",40,"Woongoolba","QLD",20.76,"CUS-1614226872",2018-09-06 04:31:29
"1","ACC-1903037542","SALES-POS","Jeffrey",3092.06,2018-09-06,"M",30,"Bellingen","NSW",21.42,"CUS-860700529",2018-09-06 04:56:29
"1","ACC-1598451071","POS","Diana",2087.87,2018-09-06,"F",26,"Kenmore","QLD",12.98,"CUS-2487424745",2018-09-06 06:43:04
"1","ACC-1608363396","POS","Robert",3772.87,2018-09-06,"M",20,"Springwood","NSW",16.62,"CUS-2688605418",2018-09-06 07:31:11
"1","ACC-1598451071","SALES-POS","Diana",2064.03,2018-09-06,"F",26,"Robina","QLD",23.84,"CUS-2487424745",2018-09-06 08:02:26
"1","ACC-2673069055","POS","Richard",15242.22,2018-09-06,"M",24,"Urunga","NSW",14.34,"CUS-51506836",2018-09-06 08:11:07
"1","ACC-3541460373","SALES-POS","Jeffrey",2877.39,2018-09-06,"M",24,"Sunshine","VIC",16.33,"CUS-1433879684",2018-09-06 08:19:49
"1","ACC-1334819143","POS","Christopher",60284.35,2018-09-06,"M",33,"Sunshine","VIC",16.02,"CUS-3117610635",2018-09-06 08:28:31
"1","ACC-1973887809","SALES-POS","Antonio",4805.18,2018-09-06,"M",26,"Mirrabooka","WA",23.68,"CUS-1646621553",2018-09-06 08:37:13
"1","ACC-4258502723","SALES-POS","Kimberly",2841.3,2018-09-06,"F",24,"Fitzroy","VIC",15.77,"CUS-3378712515",2018-09-06 08:45:54
"0","ACC-3481401842","SALES-POS","Tiffany",3727.73,2018-09-06,"F",25,"Subiaco","WA",20.85,"CUS-1669695324",2018-09-06 08:54:36
"1","ACC-3879258709","POS","Natasha",196678.12,2018-09-06,"F",40,"Mill Park","VIC",21.15,"CUS-527400765",2018-09-06 09:01:37
"1","ACC-1222300524","POS","Michael",120.84,2018-09-06,"M",38,"Penrith","NSW",45.07,"CUS-2142601169",2018-09-06 09:05:52
"1","ACC-3481401842","SALES-POS","Tiffany",3722.68,2018-09-06,"F",25,"Bullsbrook","WA",5.05,"CUS-1669695324",2018-09-06 09:10:07
"1","ACC-90814749","SALES-POS","Christopher",8582.09,2018-09-06,"M",35,"Narrogin","WA",17.69,"CUS-1896554896",2018-09-06 09:14:22
"1","ACC-1516130869","POS","Jessica",3312.34,2018-09-06,"F",21,"Palmerston City","NT",13.56,"CUS-325142416",2018-09-06 09:18:38
"1","ACC-2890243754","POS","Joseph",2801.23,2018-09-06,"M",37,"Nerang","QLD",9.93,"CUS-2695611575",2018-09-06 09:22:53
"0","ACC-1334819143","POS","Christopher",60246.95,2018-09-06,"M",33,"Newport","NSW",37.4,"CUS-3117610635",2018-09-06 09:27:08
"1","ACC-964839203","POS","Michael",34225.83,2018-09-06,"M",21,"Deer Park","VIC",40.87,"CUS-2059096722",2018-09-06 09:31:24
"1","ACC-588564840","POS","Isaiah",12088.28,2018-09-06,"M",23,"Baulkham Hills","NSW",11.22,"CUS-1462656821",2018-09-06 09:35:39
"1","ACC-2528867619","POS","Abigail",8367.72,2018-09-06,"F",40,"Adelaide","SA",11.95,"CUS-2505971401",2018-09-06 09:39:54
"1","ACC-3954677887","POS","Ruth",4941.24,2018-09-06,"F",47,"Leederville","WA",29.19,"CUS-3716701010",2018-09-06 09:44:10
"1","ACC-3481401842","SALES-POS","Tiffany",3709.11,2018-09-06,"F",25,"Halls Head","WA",13.57,"CUS-1669695324",2018-09-06 09:48:25
"1","ACC-1496451953","POS","Ricky",10546.29,2018-09-06,"M",43,"Balaclava","VIC",27.85,"CUS-3142625864",2018-09-06 09:52:40
"1","ACC-1973887809","POS","Antonio",4774.63,2018-09-06,"M",26,"Riverton","WA",30.55,"CUS-1646621553",2018-09-06 09:56:56
"0","ACC-1516130869","SALES-POS","Jessica",3259.88,2018-09-06,"F",21,"Darwin City","NT",13.46,"CUS-325142416",2018-09-06 10:04:49
"1","ACC-2528867619","POS","Abigail",8275.78,2018-09-06,"F",40,"Adelaide","SA",91.94,"CUS-2505971401",2018-09-06 10:22:04
"1","ACC-3481401842","SALES-POS","Tiffany",3323.09,2018-09-06,"F",25,"Sydney","NSW",386.02,"CUS-1669695324",2018-09-06 10:39:18
"1","ACC-1037050564","SALES-POS","Rhonda",3552.23,2018-09-06,"F",40,"Brisbane City","QLD",10.5,"CUS-1614226872",2018-09-06 10:56:33
"1","ACC-90814749","SALES-POS","Christopher",8566.38,2018-09-06,"M",35,"Whyalla Playford","SA",15.71,"CUS-1896554896",2018-09-06 11:06:53
"1","ACC-3485804958","SALES-POS","Jessica",20487.75,2018-09-06,"F",34,"Centennial Park","WA",29.31,"CUS-1196156254",2018-09-06 11:15:31
"1","ACC-1890605467","POS","Alexander",10000.58,2018-09-06,"M",38,"Doncaster East","VIC",51.85,"CUS-1478398256",2018-09-06 11:24:08
"1","ACC-1496451953","POS","Ricky",10523.09,2018-09-06,"M",43,"Richmond","VIC",23.2,"CUS-3142625864",2018-09-06 11:32:45
"1","ACC-3317636250","SALES-POS","Kenneth",10164.14,2018-09-06,"M",35,"Hawthorn East","VIC",6.4,"CUS-2738291516",2018-09-06 11:41:22
"0","ACC-1903037542","SALES-POS","Jeffrey",3005.57,2018-09-06,"M",30,"Fortitude Valley","QLD",86.49,"CUS-860700529",2018-09-06 11:49:59
"1","ACC-1903037542","POS","Jeffrey",2997.73,2018-09-06,"M",30,"Beenleigh","QLD",7.84,"CUS-860700529",2018-09-06 11:58:37
"0","ACC-3954677887","POS","Ruth",4862.62,2018-09-06,"F",47,"Inglewood","WA",32.62,"CUS-3716701010",2018-09-06 12:15:16
"1","ACC-3879258709","SALES-POS","Natasha",196648.18,2018-09-06,"F",40,"Bundoora","VIC",29.94,"CUS-527400765",2018-09-06 12:33:27
"1","ACC-1598451071","POS","Diana",2040.22,2018-09-06,"F",26,"Kalbarri","WA",23.81,"CUS-2487424745",2018-09-06 12:51:38
"1","ACC-3741880913","POS","Ashley",7461.54,2018-09-06,"F",25,"Newman","WA",145.53,"CUS-1220154422",2018-09-06 13:10:11
"1","ACC-1037050564","SALES-POS","Rhonda",3538.87,2018-09-06,"F",40,"Kelvin Grove","QLD",13.36,"CUS-1614226872",2018-09-06 13:29:03
"1","ACC-2890243754","POS","Joseph",2789.11,2018-09-06,"M",37,"Broadbeach","QLD",12.12,"CUS-2695611575",2018-09-06 13:47:55
"1","ACC-1037050564","SALES-POS","Rhonda",3517.14,2018-09-06,"F",40,"Coffs Harbour","NSW",21.73,"CUS-1614226872",2018-09-06 14:03:23
"0","ACC-958000567","POS","Sandra",7472.66,2018-09-06,"F",34,"Bakewell","NT",18.61,"CUS-4142663097",2018-09-06 14:12:49
"1","ACC-3326339947","POS","Eric",7184.89,2018-09-06,"M",22,"Dulwich Hill","NSW",22.66,"CUS-326006476",2018-09-06 14:22:15
"1","ACC-1424176027","SALES-POS","Donald",3403.16,2018-09-06,"M",22,"Alderley","QLD",12.56,"CUS-3431016847",2018-09-06 14:31:41
"1","ACC-574997646","SALES-POS","Mackenzie",2836.86,2018-09-06,"F",18,"Pyrmont","NSW",9.32,"CUS-586638664",2018-09-06 14:41:07
"1","ACC-588564840","POS","Isaiah",11976.41,2018-09-06,"M",23,"Narrabeen","NSW",10.87,"CUS-1462656821",2018-09-06 14:50:33
"1","ACC-1598451071","SALES-POS","Diana",2022.51,2018-09-06,"F",26,"Miami","QLD",17.71,"CUS-2487424745",2018-09-06 14:59:59
"1","ACC-3481401842","POS","Tiffany",3301.65,2018-09-06,"F",25,"Henley Brook","WA",21.44,"CUS-1669695324",2018-09-06 15:06:34
"0","ACC-588564840","POS","Isaiah",11947.88,2018-09-06,"M",23,"Sydney","NSW",28.53,"CUS-1462656821",2018-09-06 15:13:09
"1","ACC-2970114956","SALES-POS","Robert",7937.75,2018-09-06,"M",26,"Scoresby","VIC",22.33,"CUS-880898248",2018-09-06 15:19:44
"1","ACC-1598451071","POS","Diana",2014.61,2018-09-06,"F",26,"Biggera Waters","QLD",7.9,"CUS-2487424745",2018-09-06 15:26:18
